image_id,file_path,name_image,upload_date,user_id,size,width,height,avg_red,avg_green,avg_blue,contrast,edges_detected,localisation,date_i
204,Data/train/no_label/01076_01.jpg,01076_01.jpg,2025-06-27 09:23:08.841834,4,88.6396484375,600,600,124.618980555556,127.711352777778,126.826025,54.2188630839772,true,Lyon,null
205,Data/train/no_label/01083_01.jpg,01083_01.jpg,2025-06-27 09:23:08.972841,4,78.158203125,600,600,124.039297222222,125.407,123.732263888889,59.1449204265572,true,Montpellier,null
206,Data/train/no_label/01092_01.jpg,01092_01.jpg,2025-06-27 09:23:09.075215,4,94.6015625,600,600,105.217136111111,102.243822222222,96.5881361111111,58.9483048016053,true,Lille,null
207,Data/train/no_label/01131_04.jpg,01131_04.jpg,2025-06-27 09:23:09.171955,4,103.8076171875,600,600,112.3335,118.798383333333,118.066725,50.5778583488385,true,Bordeaux,null
208,Data/train/no_label/01193_04.jpg,01193_04.jpg,2025-06-27 09:23:09.26357,4,65.5078125,600,600,121.873963888889,123.790052777778,119.40365,52.389720158481,true,Lille,null
209,Data/train/no_label/01200_07.jpg,01200_07.jpg,2025-06-27 09:23:09.347936,4,74.30859375,600,600,117.130294444444,119.532880555556,118.618891666667,51.4991317852694,true,Lille,null
210,Data/train/no_label/01378_04.jpg,01378_04.jpg,2025-06-27 09:23:09.438722,4,71.8623046875,600,600,138.078055555556,139.409705555556,135.155675,40.5805474189781,true,Lille,null
211,Data/train/no_label/01400_02.jpg,01400_02.jpg,2025-06-27 09:23:09.515371,4,63.3720703125,600,600,110.201238888889,116.950336111111,119.251527777778,54.331515130718,true,Nice,null
212,Data/train/no_label/01482_02.jpg,01482_02.jpg,2025-06-27 09:23:09.599502,4,67.7138671875,600,600,131.377961111111,133.159283333333,130.398933333333,54.8970668942031,true,Marseille,null
213,Data/train/no_label/01505_06.jpg,01505_06.jpg,2025-06-27 09:23:09.666868,4,62.9228515625,600,600,124.840888888889,130.648702777778,130.439591666667,50.4230157085841,true,Paris,null
214,Data/train/no_label/01517_07.jpg,01517_07.jpg,2025-06-27 09:23:09.742878,4,48.9892578125,600,600,114.545838888889,123.005752777778,128.3986,58.2091672595604,true,Le Havre,null
215,Data/train/no_label/01585_02.jpg,01585_02.jpg,2025-06-27 09:23:09.843946,4,54.384765625,600,600,137.278675,138.320108333333,134.017027777778,43.4773816519534,true,Paris,null
216,Data/train/no_label/01616_03.jpg,01616_03.jpg,2025-06-27 09:23:09.930902,4,57.328125,600,600,138.0181,139.187722222222,141.461433333333,29.6934077524497,true,Bordeaux,null
217,Data/train/no_label/01711_00.jpg,01711_00.jpg,2025-06-27 09:23:10.022919,4,50.548828125,600,600,142.572461111111,144.1956,144.03875,41.6394731932139,true,Montpellier,null
218,Data/train/no_label/01749_00.jpg,01749_00.jpg,2025-06-27 09:23:10.140805,4,59.7587890625,600,600,155.424822222222,154.998522222222,149.927283333333,35.356051325432,true,Le Havre,null
219,Data/train/no_label/01766_01.jpg,01766_01.jpg,2025-06-27 09:23:10.237741,4,92.322265625,600,600,115.191469444444,118.517247222222,114.214644444444,52.8075046502554,true,Reims,null
220,Data/train/no_label/01785_04.jpg,01785_04.jpg,2025-06-27 09:23:10.304017,4,68.849609375,600,600,119.481188888889,122.758427777778,123.625441666667,37.8904379598159,true,Reims,null
221,Data/train/no_label/01948_02.jpg,01948_02.jpg,2025-06-27 09:23:10.398945,4,53.9619140625,600,600,137.434822222222,136.523486111111,132.152402777778,52.7043610756098,true,Nice,null
222,Data/train/no_label/01999_01.jpg,01999_01.jpg,2025-06-27 09:23:10.479355,4,56.9970703125,600,600,132.00385,133.373947222222,126.406930555556,52.8659097396694,true,Paris,null
223,Data/train/no_label/02137_07.jpg,02137_07.jpg,2025-06-27 09:23:10.552509,4,72.8876953125,600,600,115.548213888889,123.253544444444,126.101533333333,48.4924779647986,true,Bordeaux,null
224,Data/train/no_label/02248_07.jpg,02248_07.jpg,2025-06-27 09:23:10.643908,4,115.4091796875,600,600,117.876244444444,120.104380555556,119.233397222222,54.6483334209187,true,Lyon,null
225,Data/train/no_label/02255_03.jpg,02255_03.jpg,2025-06-27 09:23:10.732266,4,89.07421875,600,600,96.3513222222222,99.6754277777778,95.3169,59.9182494348303,true,Nice,null
226,Data/train/no_label/02283_03.jpg,02283_03.jpg,2025-06-27 09:23:10.810745,4,50.60546875,600,600,139.061511111111,140.6626,138.815391666667,37.57842883426,true,Nantes,null
227,Data/train/no_label/02332_03.jpg,02332_03.jpg,2025-06-27 09:23:10.876827,4,52.80859375,600,600,123.223491666667,130.578458333333,132.750561111111,35.2656287450096,true,Bordeaux,null
228,Data/train/no_label/02369_02.jpg,02369_02.jpg,2025-06-27 09:23:10.961172,4,54.392578125,600,600,140.323258333333,142.715191666667,138.467925,46.5748780551785,true,Montpellier,null
229,Data/train/no_label/02524_07.jpg,02524_07.jpg,2025-06-27 09:23:11.024379,4,68.39453125,600,600,115.528819444444,119.845472222222,116.005683333333,47.5854154757519,true,Le Havre,null
230,Data/train/no_label/02588_03.jpg,02588_03.jpg,2025-06-27 09:23:11.113621,4,71.1181640625,600,600,123.676863888889,120.880083333333,111.749261111111,45.5732427524821,true,Toulouse,null
231,Data/train/no_label/02600_00.jpg,02600_00.jpg,2025-06-27 09:23:11.184761,4,71.8564453125,600,600,125.339527777778,128.132719444444,126.275927777778,53.9973126483258,true,Rennes,null
232,Data/train/no_label/02819_06.jpg,02819_06.jpg,2025-06-27 09:23:11.281971,4,77.0224609375,600,600,120.939875,125.637952777778,125.525886111111,52.119127684241,true,Paris,null
233,Data/train/no_label/02879_06.jpg,02879_06.jpg,2025-06-27 09:23:11.357145,4,97.8388671875,600,600,109.997211111111,112.551925,110.026547222222,49.7273249521082,true,Lyon,null
234,Data/train/no_label/02902_01.jpg,02902_01.jpg,2025-06-27 09:23:11.439871,4,73.53515625,600,600,111.926444444444,118.053963888889,116.497286111111,44.5185173322154,true,Marseille,null
235,Data/train/no_label/02926_03.jpg,02926_03.jpg,2025-06-27 09:23:11.525127,4,88.1357421875,600,600,122.59035,123.832866666667,121.800980555556,47.6822294389096,true,Montpellier,null
236,Data/train/no_label/02997_06.jpg,02997_06.jpg,2025-06-27 09:23:11.608476,4,61.8466796875,600,600,125.399102777778,128.442580555556,126.729391666667,36.9448879814811,true,Reims,null
237,Data/train/no_label/02997_07.jpg,02997_07.jpg,2025-06-27 09:23:11.697147,4,74.5712890625,600,600,130.197275,133.279480555556,130.607736111111,44.0521596807251,true,Lyon,null
238,Data/train/no_label/03025_01.jpg,03025_01.jpg,2025-06-27 09:23:11.785331,4,86.177734375,600,600,134.392338888889,134.054602777778,127.673502777778,59.3123596448895,true,Paris,null
239,Data/train/no_label/03091_00.jpg,03091_00.jpg,2025-06-27 09:23:11.871143,4,77.0654296875,600,600,147.444255555556,145.407730555556,137.75025,56.5077008168348,true,Rennes,null
130,Data/train/with_label/clean/00204_00.jpg,00204_00.jpg,2025-06-27 08:44:09.275445,4,69.06640625,600,600,122.386572222222,127.302588888889,121.965288888889,57.839165199265,true,Bordeaux,null
131,Data/train/with_label/clean/00207_03.jpg,00207_03.jpg,2025-06-27 08:44:09.422518,4,47.1884765625,600,600,130.689938888889,132.253711111111,129.658519444444,44.9677983003752,true,Le Havre,null
132,Data/train/with_label/clean/00217_05.jpg,00217_05.jpg,2025-06-27 08:44:09.488788,4,71.1669921875,600,600,112.895988888889,117.205311111111,106.121591666667,54.2618382826426,true,Toulouse,null
133,Data/train/with_label/clean/00517_04.jpg,00517_04.jpg,2025-06-27 08:44:09.55611,4,60.291015625,600,600,112.644791666667,114.693708333333,108.389680555556,53.7177365589902,true,Bordeaux,null
134,Data/train/with_label/clean/00543_02.jpg,00543_02.jpg,2025-06-27 08:44:09.629472,4,68.591796875,600,600,117.643630555556,117.130266666667,116.230905555556,51.5330135845334,true,Marseille,null
135,Data/train/with_label/clean/00547_06.jpg,00547_06.jpg,2025-06-27 08:44:09.689908,4,71.625,600,600,114.250347222222,113.7228,109.109825,50.0614405518813,true,Marseille,null
136,Data/train/with_label/clean/00566_03.jpg,00566_03.jpg,2025-06-27 08:44:09.760743,4,78.087890625,600,600,117.657169444444,120.646591666667,119.643969444444,48.7268877768893,true,Reims,null
137,Data/train/with_label/clean/0e02598e-acbb-423e-912e-cf2b922b5bd7.jpeg,0e02598e-acbb-423e-912e-cf2b922b5bd7.jpeg,2025-06-27 08:44:09.842083,4,48.38671875,600,803,130.774883769199,119.738655043587,111.431787048568,66.9534425400316,true,Le Havre,null
138,Data/train/with_label/clean/3f53a459-b46f-4e87-90ac-f9e43cc23320.jpeg,3f53a459-b46f-4e87-90ac-f9e43cc23320.jpeg,2025-06-27 08:44:09.91181,4,43.0068359375,600,803,120.865056039851,118.746160232462,116.333665421337,84.8717689754016,true,Nantes,null
139,Data/train/with_label/clean/401.full.jpeg,401.full.jpeg,2025-06-27 08:44:10.749052,4,1821.8515625,4000,3000,135.22823675,129.294693416667,126.666413416667,44.9922652532766,false,Toulouse,null
140,Data/train/with_label/clean/86cd7cf4-726f-40c5-9788-89c890be3914.jpeg,86cd7cf4-726f-40c5-9788-89c890be3914.jpeg,2025-06-27 08:44:10.818254,4,75.2998046875,600,682,125.288472629521,119.727622189638,109.980276148583,63.480709382236,true,Strasbourg,null
141,Data/train/with_label/clean/WhatsApp Image 2020-05-09 at 2.03.37 PM (6).jpeg,WhatsApp Image 2020-05-09 at 2.03.37 PM (6).jpeg,2025-06-27 08:44:10.880415,4,23.9013671875,600,449,129.291896807721,126.693982925019,115.664962880475,43.8234409984988,true,Marseille,null
142,Data/train/with_label/clean/WhatsApp Image 2020-05-09 at 2.03.38 PM (1).jpeg,WhatsApp Image 2020-05-09 at 2.03.38 PM (1).jpeg,2025-06-27 08:44:10.972234,4,67.4501953125,600,748,127.304846256684,127.73237745098,135.818698752228,59.4748130115887,true,Nice,null
143,Data/train/with_label/clean/WhatsApp Image 2020-05-09 at 2.03.38 PM (3).jpeg,WhatsApp Image 2020-05-09 at 2.03.38 PM (3).jpeg,2025-06-27 08:44:11.021223,4,51.205078125,600,323,129.328147574819,120.548142414861,110.312182662539,64.2775641654543,true,Montpellier,null
144,Data/train/with_label/clean/WhatsApp Image 2020-05-09 at 2.08.14 PM (6).jpeg,WhatsApp Image 2020-05-09 at 2.08.14 PM (6).jpeg,2025-06-27 08:44:11.093277,4,59.962890625,600,686,121.549370748299,122.990524781341,113.873153547133,56.0781303294857,true,Montpellier,null
145,Data/train/with_label/clean/WhatsApp Image 2020-05-09 at 2.08.14 PM.jpeg,WhatsApp Image 2020-05-09 at 2.08.14 PM.jpeg,2025-06-27 08:44:11.192725,4,28.8486328125,600,391,111.080029838022,111.900613810742,105.170647911338,55.3780096383526,true,Nantes,null
146,Data/train/with_label/clean/WhatsApp Image 2020-05-09 at 2.08.15 PM (2).jpeg,WhatsApp Image 2020-05-09 at 2.08.15 PM (2).jpeg,2025-06-27 08:44:11.242559,4,82.8818359375,600,546,116.27992979243,114.280882173382,114.431877289377,66.780420968339,true,Rennes,null
147,Data/train/with_label/clean/WhatsApp Image 2020-05-09 at 3.57.59 PM.jpeg,WhatsApp Image 2020-05-09 at 3.57.59 PM.jpeg,2025-06-27 08:44:11.295988,4,35.4501953125,600,529,106.65031821046,114.130047258979,105.043648393195,53.7607207949009,true,Paris,null
240,Data/train/no_label/03120_07.jpg,03120_07.jpg,2025-06-27 09:23:11.934457,4,54.07421875,600,600,140.43285,140.992338888889,137.449013888889,46.5006932114172,true,Bordeaux,null
241,Data/train/no_label/03131_01.jpg,03131_01.jpg,2025-06-27 09:23:12.017506,4,58.6474609375,600,600,128.860044444444,130.5717,128.166322222222,47.9138878996348,true,Paris,null
242,Data/train/no_label/03e3ba71-7185-41eb-ac11-16c7d9d0d234.jpeg,03e3ba71-7185-41eb-ac11-16c7d9d0d234.jpeg,2025-06-27 09:23:12.088726,4,79.34765625,600,569,152.462425307557,138.490919742238,109.456678383128,67.0027158666648,true,Le Havre,null
243,Data/train/no_label/10086.jpeg,10086.jpeg,2025-06-27 09:23:12.152031,4,14.3017578125,140,250,68.1400285714286,55.5866571428571,37.2547428571429,54.8659819991005,true,Rennes,null
244,Data/train/no_label/1094.full.jpeg,1094.full.jpeg,2025-06-27 09:23:12.624672,4,953.318359375,3264,2448,114.370107675934,108.576035834575,103.927080079377,53.0677339444141,false,Paris,null
245,Data/train/no_label/1107.full.jpeg,1107.full.jpeg,2025-06-27 09:23:13.06629,4,2004.80859375,3264,2448,110.879702843658,115.166066687092,119.030500713868,59.6759808897173,false,Marseille,null
148,Data/train/with_label/clean/WhatsApp Image 2020-05-09 at 9.56.49 AM (2).jpeg,WhatsApp Image 2020-05-09 at 9.56.49 AM (2).jpeg,2025-06-27 08:44:11.361875,4,57.765625,600,688,122.540070251938,121.577119670543,120.122662306202,42.4009576657028,true,Toulouse,null
149,Data/train/with_label/clean/WhatsApp Image 2020-10-04 at 10.35.23 AM (6).jpeg,WhatsApp Image 2020-10-04 at 10.35.23 AM (6).jpeg,2025-06-27 08:44:11.490945,4,192.6357421875,1382,1496,111.27435921744,109.904110430516,101.313209078527,49.5264364586486,false,Marseille,null
150,Data/train/with_label/dirty/00511_01.jpg,00511_01.jpg,2025-06-27 08:55:12.971529,4,61.37890625,600,600,128.482483333333,130.2067,127.464791666667,51.8679199720391,true,Nice,null
151,Data/train/with_label/dirty/00874_01.jpg,00874_01.jpg,2025-06-27 08:55:13.056402,4,63.322265625,600,600,139.306180555556,143.449075,140.303847222222,52.4037679573977,true,Reims,null
152,Data/train/with_label/dirty/1495.full.jpeg,1495.full.jpeg,2025-06-27 08:55:13.274856,4,844.1328125,1536,2048,112.103989283244,113.01037534078,119.226237297058,60.0470400666732,true,Bordeaux,null
153,Data/train/with_label/dirty/1616.full.jpeg,1616.full.jpeg,2025-06-27 08:55:13.578794,4,1485.76171875,2560,1920,119.956766967773,120.571227213542,131.943836873372,56.0048455566701,false,Strasbourg,null
154,Data/train/with_label/dirty/1620.full.jpeg,1620.full.jpeg,2025-06-27 08:55:13.864762,4,704.80078125,2121,2166,66.5173501323223,70.498375955522,61.1536412248269,45.4754143566978,false,Nantes,null
155,Data/train/with_label/dirty/1820.full.jpeg,1820.full.jpeg,2025-06-27 08:55:14.350027,4,2707.416015625,2448,3264,111.329510434689,111.184684451293,99.0743761914488,64.4480084554568,true,Montpellier,null
156,Data/train/with_label/dirty/2632.full.jpeg,2632.full.jpeg,2025-06-27 08:55:15.067877,4,6458.140625,4032,3024,116.939174025127,117.124051814978,111.210438925763,63.8333004133046,true,Strasbourg,null
157,Data/train/with_label/dirty/279.full.jpeg,279.full.jpeg,2025-06-27 08:55:15.148986,4,147.8310546875,1024,768,100.087375640869,103.564509073893,102.492432912191,50.8139134491874,true,Strasbourg,null
158,Data/train/with_label/dirty/3586.full.jpeg,3586.full.jpeg,2025-06-27 08:55:15.225712,4,203.7998046875,1140,641,113.648787530449,114.69875468703,114.117901031831,71.2320736689105,true,Lille,null
159,Data/train/with_label/dirty/3675.jpeg,3675.jpeg,2025-06-27 08:55:15.260552,4,23.41796875,250,188,124.353957446809,122.487510638298,113.362446808511,61.6533139785543,true,Nice,null
160,Data/train/with_label/dirty/4d7b8b72cd8cfd0b7cad769e3929e0cc37ba3581.temp.jpeg,4d7b8b72cd8cfd0b7cad769e3929e0cc37ba3581.temp.jpeg,2025-06-27 08:55:15.299324,4,22.072265625,250,141,105.239489361702,108.510723404255,109.045957446809,62.3201629676808,true,Rennes,null
161,Data/train/with_label/dirty/59b578137fcbe.jpeg,59b578137fcbe.jpeg,2025-06-27 08:55:15.362806,4,35.4931640625,600,346,104.588945086705,106.462851637765,103.826266859345,43.3929080830258,true,Toulouse,null
162,Data/train/with_label/dirty/6495.jpeg,6495.jpeg,2025-06-27 08:55:15.402807,4,20.9541015625,188,250,98.9437446808511,93.7987234042553,83.6559574468085,48.2425649309752,true,Nice,null
163,Data/train/with_label/dirty/838.full.jpeg,838.full.jpeg,2025-06-27 08:55:15.589549,4,1507.802734375,1536,2048,126.059452056885,126.25378481547,126.27935441335,73.0361379146756,true,Lyon,null
164,Data/train/with_label/dirty/WhatsApp Image 2020-05-08 at 2.16.45 PM.jpeg,WhatsApp Image 2020-05-08 at 2.16.45 PM.jpeg,2025-06-27 08:55:15.660016,4,66.2861328125,474,1000,129.54405907173,129.792892405063,131.977506329114,64.6119806653854,true,Montpellier,null
165,Data/train/with_label/dirty/WhatsApp Image 2020-05-08 at 2.18.57 PM (4).jpeg,WhatsApp Image 2020-05-08 at 2.18.57 PM (4).jpeg,2025-06-27 08:55:15.719582,4,25.6142578125,600,450,98.5242703703704,97.7798444444444,97.3051074074074,68.1644092385929,true,Paris,null
166,Data/train/with_label/dirty/WhatsApp Image 2020-05-08 at 2.21.54 PM (1).jpeg,WhatsApp Image 2020-05-08 at 2.21.54 PM (1).jpeg,2025-06-27 08:55:15.784524,4,71.6669921875,600,800,125.447797916667,116.9047125,108.326591666667,60.1857637220677,true,Paris,null
167,Data/train/with_label/dirty/WhatsApp Image 2020-05-08 at 2.21.56 PM (4).jpeg,WhatsApp Image 2020-05-08 at 2.21.56 PM (4).jpeg,2025-06-27 08:55:15.835674,4,27.966796875,600,338,123.509280078895,124.129871794872,111.29508382643,57.6515490396753,true,Nice,null
168,Data/train/with_label/dirty/WhatsApp Image 2020-05-08 at 2.21.56 PM.jpeg,WhatsApp Image 2020-05-08 at 2.21.56 PM.jpeg,2025-06-27 08:55:15.903003,4,112.5302734375,600,800,128.816745833333,122.134610416667,119.978866666667,64.0173056643818,true,Le Havre,null
169,Data/train/with_label/dirty/WhatsApp Image 2020-05-08 at 2.39.00 PM (2).jpeg,WhatsApp Image 2020-05-08 at 2.39.00 PM (2).jpeg,2025-06-27 08:55:15.961294,4,25.50390625,600,450,120.988822222222,119.328622222222,111.323555555556,45.5385552115247,true,Reims,null
246,Data/train/no_label/1110.full.jpeg,1110.full.jpeg,2025-06-27 09:23:13.325151,4,1284.134765625,1456,2592,94.6467779664394,96.8826792179657,85.7631578250068,40.3736559211219,true,Reims,null
247,Data/train/no_label/111e0266037427a8d0e60f07a30f61c682e3a3f9.temp.jpeg,111e0266037427a8d0e60f07a30f61c682e3a3f9.temp.jpeg,2025-06-27 09:23:13.418036,4,20.1318359375,140,250,136.897457142857,140.0148,134.831657142857,57.4314447276398,true,Montpellier,null
248,Data/train/no_label/1222.full.jpeg,1222.full.jpeg,2025-06-27 09:23:13.728167,4,942.63671875,1944,2592,88.461652147475,93.5140268172408,89.1710855338363,47.1224074644672,true,Rennes,null
249,Data/train/no_label/1281.full.jpeg,1281.full.jpeg,2025-06-27 09:23:13.891873,4,1137.021484375,1632,1224,119.547651444156,113.883171436467,101.824907087018,61.252330055937,true,Strasbourg,null
250,Data/train/no_label/1286.full.jpeg,1286.full.jpeg,2025-06-27 09:23:14.403083,4,2721.376953125,2336,4160,123.308845351192,123.854050624835,118.961364347339,48.27532872625,false,Bordeaux,null
251,Data/train/no_label/1309.full.jpeg,1309.full.jpeg,2025-06-27 09:23:14.62548,4,1033.2412109375,2560,1440,115.714085828993,119.407304144965,110.79756374783,58.9643777459653,true,Lyon,null
252,Data/train/no_label/1324.full.jpeg,1324.full.jpeg,2025-06-27 09:23:14.698176,4,57.787109375,600,450,114.451462962963,124.796222222222,105.785362962963,62.7679429140306,true,Nice,null
253,Data/train/no_label/1375.full.jpeg,1375.full.jpeg,2025-06-27 09:23:14.760868,4,107.580078125,450,600,114.604692592593,122.748281481481,117.633,66.9006979236259,true,Bordeaux,null
254,Data/train/no_label/1499.full.jpeg,1499.full.jpeg,2025-06-27 09:23:15.086029,4,1350.1923828125,3264,1836,47.3481960730915,95.3067678630548,126.861196381467,53.1875694107229,false,Marseille,null
255,Data/train/no_label/1526.full.jpeg,1526.full.jpeg,2025-06-27 09:23:15.25516,4,523.09765625,1600,1200,87.2989234375,70.9614026041667,69.2839046875,20.3231401303191,false,Reims,null
256,Data/train/no_label/1582.full.jpeg,1582.full.jpeg,2025-06-27 09:23:15.382748,4,267.060546875,1280,960,112.329860839844,115.321301269531,103.3833984375,60.6861381583367,true,Bordeaux,null
257,Data/train/no_label/1626.full.jpeg,1626.full.jpeg,2025-06-27 09:23:15.573962,4,860.6279296875,2048,1536,114.872137705485,118.029390335083,110.461898167928,60.9580311949506,true,Toulouse,null
258,Data/train/no_label/1767.full.jpeg,1767.full.jpeg,2025-06-27 09:23:15.652379,4,124.435546875,819,509,108.077323680467,111.372808374773,97.4987706028963,90.1161197948577,true,Toulouse,null
259,Data/train/no_label/1786.full.jpeg,1786.full.jpeg,2025-06-27 09:23:15.849265,4,1000.052734375,2048,1536,185.33495648702,185.03094291687,171.95215733846,86.9159967569722,true,Lille,null
260,Data/train/no_label/1799.full.jpeg,1799.full.jpeg,2025-06-27 09:23:16.203057,4,2886.078125,3264,1840,109.878353447357,110.400479206628,112.91514013214,64.023543765926,true,Montpellier,null
261,Data/train/no_label/1802.full.jpeg,1802.full.jpeg,2025-06-27 09:23:16.675385,4,2873.6494140625,2448,3264,116.401540272972,115.495737191425,104.599625519632,67.9976646787512,true,Strasbourg,null
